id,partner,alcon_id,created_at,skus
54012,,fe7507f60245a90c398d437a0a5719c6,2024-07-23 08:09:20,"[{""id"": ""12"", ""brand"": ""\u041e\u043f\u0442\u0438-\u0424\u0440\u0438"", ""quantity"": ""1"", ""size"": """"}, {""id"": ""12"", ""brand"": ""\u041e\u043f\u0442\u0438-\u0424\u0440\u0438"", ""quantity"": ""1"", ""size"": """"}, {""id"": ""12"", ""brand"": ""\u041e\u043f\u0442\u0438-\u0424\u0440\u0438"", ""quantity"": ""1"", ""size"": """"}, {""id"": ""12"", ""brand"": ""\u041e\u043f\u0442\u0438-\u0424\u0440\u0438"", ""quantity"": ""1"", ""size"": """"}, {""id"": ""44"", ""brand"": ""\u041e\u043f\u0442\u0438-\u0424\u0440\u0438"", ""quantity"": ""1"", ""size"": ""15""}, {""id"": ""44"", ""brand"": ""\u041e\u043f\u0442\u0438-\u0424\u0440\u0438"", ""quantity"": ""1"", ""size"": ""15""}, {""id"": ""44"", ""brand"": ""\u041e\u043f\u0442\u0438-\u0424\u0440\u0438"", ""quantity"": ""1"", ""size"": ""15""}, {""id"": ""44"", ""brand"": ""\u041e\u043f\u0442\u0438-\u0424\u0440\u0438"", ""quantity"": ""1"", ""size"": ""15""}]"
54013,bcom,c6f0cd57ed8c77dba8fc39119bc199fb,2024-07-23 10:00:01,[]
54014,bcom,9a1c8184ce99bce6d2ba2a4085e15e66,2024-07-23 10:00:01,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": 1, ""size"": 30}]"
54015,bcom,4f032c1b3a4cc2ecc8da89a35fd11e33,2024-07-23 10:00:03,"[{""id"": 28, ""brand"": ""Air Optix plus HydraGlyde Multifocal"", ""quantity"": 1, ""size"": 3}]"
54016,bcom,111216638e31faa97220874924f6ca87,2024-07-23 10:00:05,[]
54017,bcom,d83f6d9ba51bf3e319adcded06dac001,2024-07-23 10:00:06,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": 1, ""size"": 30}]"
54018,bcom,d0b87d89e1c8b83bac0873469a2abb57,2024-07-23 10:00:07,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": 1, ""size"": 30}]"
54019,bcom,ceba8b3cf1b22c1c29bf4ef6791e5ad8,2024-07-23 10:00:09,"[{""id"": 28, ""brand"": ""Air Optix plus HydraGlyde Multifocal"", ""quantity"": 1, ""size"": 3}]"
54020,bcom,f9b47878a8c89b724628aa0aa3ffd482,2024-07-23 10:00:11,"[{""id"": 6, ""brand"": ""Air Optix Aqua"", ""quantity"": 1, ""size"": 6}]"
54021,bcom,77a51ff73189b6fbccd8e1d5cfd15c88,2024-07-23 10:00:13,"[{""id"": 6, ""brand"": ""Air Optix Aqua"", ""quantity"": 1, ""size"": 6}]"
54022,bcom,300b67fae396ffc08b4090c5d225c475,2024-07-23 10:00:15,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": 1, ""size"": 30}]"
54023,bcom,27579d54a8df594c5160954736a61ef6,2024-07-23 10:00:17,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": 1, ""size"": 30}]"
54024,bcom,50a73950bb9ebcf6d078d0316b3d5b60,2024-07-23 10:00:20,"[{""id"": 28, ""brand"": ""Air Optix plus HydraGlyde Multifocal"", ""quantity"": 1, ""size"": 3}]"
54025,bcom,febb5a8de7d52562b1a7840d891c1a6d,2024-07-23 10:00:21,[]
54026,bcom,5ce0e0745193d4de2d1608ddcf50fe87,2024-07-23 10:00:24,[]
54027,bcom,6181ab8cc7b8dfdcf0e8d47d68c78284,2024-07-23 10:00:26,"[{""id"": 28, ""brand"": ""Air Optix plus HydraGlyde Multifocal"", ""quantity"": 1, ""size"": 3}]"
54028,bcom,14acad3c00c5a495798b8736dacdcd31,2024-07-23 10:00:28,"[{""id"": 28, ""brand"": ""Air Optix plus HydraGlyde Multifocal"", ""quantity"": 1, ""size"": 3}]"
54029,bcom,9776f2aac31c8d8bbb2e4406bf231a95,2024-07-23 10:00:33,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": 1, ""size"": 30}]"
54030,bcom,0756d1091df6470c65cc60ca3af46416,2024-07-23 10:00:35,"[{""id"": 1, ""brand"": ""Dailies Total1"", ""quantity"": 1, ""size"": 30}]"
54031,bcom,e4b401254a6a92638e91b25e2a23b025,2024-07-23 10:00:37,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": 1, ""size"": 30}, {""id"": 40, ""brand"": ""Precision1"", ""quantity"": 1, ""size"": 30}]"
54032,bcom,c660459be4a453a4b51e5fa2571511a8,2024-07-23 10:00:39,"[{""id"": 40, ""brand"": ""Precision1"", ""quantity"": 1, ""size"": 30}, {""id"": 40, ""brand"": ""Precision1"", ""quantity"": 1, ""size"": 30}]"
